"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","54/2846","193/18860",0.27979274611399,1.8541430750913,5.02804181796253,2.88721683589273e-06,0.000299772754926655,0.000271691820219669,"ABRAXAS1/APC/ATM/BABAM2/BRSK1/BUB3/CACNB4/CCNB1/CDC14B/CDC6/CDC73/CDK1/CDK2AP2/CENPF/CHFR/DACT1/DTL/FBXO31/FBXO5/FBXO7/FOXO4/FZR1/HASPIN/INHBA/INTS3/KANK2/KLHL22/KNL1/MAD1L1/MAD2L1/MRNIP/NABP2/NAE1/PABIR1/PKD2/PKMYT1/PLK3/PRMT2/RAD21/RBBP8/SKA1/SKA3/SPC24/SPDL1/TAOK1/TAOK2/TPRA1/TRIAP1/TRIM39/UIMC1/WAC/ZFP36L1/ZFYVE19/ZWINT",54
"GO:0140013","GO:0140013","meiotic nuclear division","56/2846","203/18860",0.275862068965517,1.82809508808491,5.0007389943923,3.0797013453032e-06,0.00031080189219145,0.000281687813283342,"ANKRD31/ASZ1/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CHFR/CKS2/DMRT1/EHMT2/ERCC4/FANCA/FBXO5/FIGNL1/FZR1/HORMAD1/HSF1/KASH5/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MEIOSIN/MLH1/MLH3/MSH4/NCAPH/PRDM9/PSMA8/RAB24/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SKA1/SKA3/SLC25A31/SMC4/SPATA22/SPIRE2/SPO11/STAG3/SYCE1/TEX15/TUBB8/UBB/ZCWPW1/ZNF541/ZWINT",56
"GO:0061982","GO:0061982","meiosis I cell cycle process","43/2846","142/18860",0.302816901408451,2.00672057644532,5.07633485395124,3.19540949921259e-06,0.00031080189219145,0.000281687813283342,"ANKRD31/ATM/AURKA/BAG6/BRME1/CCNE2/CDC25B/CDC25C/CKS2/DMRT1/EHMT2/ERCC4/FBXO5/HORMAD1/KASH5/KNL1/M1AP/MAEL/MAJIN/MCMDC2/MEI1/MLH1/MLH3/MSH4/PKMYT1/PRDM9/PSMA8/RAD21/RAD51AP1/RAD54B/RMI1/RNF212/RPL10L/SIRT7/SLC25A31/SPATA22/SPO11/STAG3/SYCE1/TEX15/UBB/ZCWPW1/ZWINT",43
"GO:0042254","GO:0042254","ribosome biogenesis","79/2846","318/18860",0.248427672955975,1.64629160644754,4.89993877279071,3.20189698435474e-06,0.00031080189219145,0.000281687813283342,"AFG2B/BOP1/BYSL/C1QBP/CDKN2A/CHD7/DDX10/DDX3X/DDX51/DDX52/DKC1/EIF2A/EIF5B/ERCC2/ESF1/EXOSC1/EXOSC2/EXOSC5/FASTKD2/FBL/FTSJ3/GTF2H5/GTF3A/HEATR3/KRI1/LTO1/LYAR/MAK16/MPHOSPH10/MPHOSPH6/MTERF4/MTG1/MYBBP1A/MYG1/NAT10/NOA1/NOB1/NOL7/NOLC1/NPM1/POP4/POP7/PPAN/PWP1/PWP2/RAN/RBFA/RIOK2/RPL10L/RPL26L1/RPL5/RPLP0/RPP38/RPP40/RPS15/RPS16/RPS23/RPS5/RPS9/RPSA2/RPUSD1/RRP1B/RRP7A/RRP7BP/RRP9/SART1/SIRT7/SUV39H1/TFB1M/TSR3/URB2/USP36/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDF2",79
"GO:0007005","GO:0007005","mitochondrion organization","98/2846","417/18860",0.235011990407674,1.55738796173181,4.85217767327162,3.20227794088254e-06,0.00031080189219145,0.000281687813283342,"ACAD9/AFG3L2/AKT1/AP3B1/ATAD3A/ATP13A2/ATP5F1D/ATPAF1/ATPAF2/AURKA/BID/BLOC1S2/BNIP3/CALM3/CHCHD4/CNTNAP1/COA4/COX17/COX18/COX7A2L/CYRIB/DAP3/DNAJA3/DNAJC11/EIF2S1/ENDOG/FASTKD3/FEZ1/FMC1/FUNDC1/GABPB1/GCLM/GDAP1/HSD17B10/HSPD1/IMMT/LETM1/LIG3/LONP1/MAPT/MFSD8/MICOS13/MOAP1/MSTO1/MTFR1/MTX2/NDUFAF5/NDUFAF6/NDUFS7/NDUFS8/NOA1/OMA1/OPA1/OXA1L/PARP1/PGAM5/PINK1/POLG2/PPARG/PPM1K/PRELID1/PRKN/PUM2/PYCARD/RAB5IF/RALBP1/ROMO1/RTL10/SCO2/SDHAF3/SDHAF4/SHARPIN/SIRT5/SIRT7/SLC25A31/SLC25A4/SLC35F6/SOD2/SPG7/TFAM/TFRC/TIMM13/TIMM29/TIMM8B/TMEM135/TMEM14A/TMEM70/TOMM20/TOMM40/TOMM7/TRIAP1/UQCC1/UQCC2/UQCC5/UQCC6/UQCRFS1/VPS13C/VPS35",98
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","84/2846","344/18860",0.244186046511628,1.61818300674958,4.87808724940616,3.30310878449897e-06,0.00031080189219145,0.000281687813283342,"C1QBP/CDC5L/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GPATCH8/HNRNPA1/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/NCL/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF10/SRSF1/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/ZMAT2/ZRSR2",84
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","84/2846","344/18860",0.244186046511628,1.61818300674958,4.87808724940616,3.30310878449897e-06,0.00031080189219145,0.000281687813283342,"C1QBP/CDC5L/DAZAP1/DCPS/DDX39A/DDX39B/DDX42/DHX8/DHX9/DYRK1A/ESS2/FMR1/GEMIN2/GPATCH8/HNRNPA1/HNRNPF/HNRNPH1/HNRNPH3/HNRNPK/HNRNPL/HNRNPM/HNRNPR/HNRNPU/HTATSF1/ILF3/KHDRBS1/LARP7/LSM2/LSM4/LSM7/LSM8/LUC7L/NCL/NPM1/PABPC1/PAXBP1/PLRG1/PRPF40A/PRPF6/PTBP1/QKI/RBFOX1/RBM14/RBM19/RBM23/RBM42/RBMX2/RNPS1/RNU6ATAC/RSRP1/SAP18/SART1/SCAF11/SF1/SF3A2/SF3B1/SNRNP25/SNRNP70/SNRPD2/SNRPN/SNW1/SRPK1/SRPK2/SRRM2/SRSF10/SRSF1/SRSF2/SRSF5/SRSF6/SRSF9/STRAP/TAF12-DT/TIA1/TRA2A/TSSC4/TXNL4B/U2AF1L4/U2AF2/UBL5/UPF1/USP39/YJU2B/ZMAT2/ZRSR2",84
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","25/2846","65/18860",0.384615384615385,2.54878642088762,5.27295313727215,3.58772454390561e-06,0.000332388880052301,0.00030125266008341,"CCDC88C/CEP120/CLASP1/CLIP3/CLIP4/CRIPT/DYNC1H1/FSD1/HOOK1/HOOK3/IFT172/KANK1/KATNA1/MAPT/NUMA1/PLK3/PPFIBP1/RHOA/SLK/TBCB/TPPP/TUBG1/TUBG2/TUBGCP3/TUBGCP4",25
"GO:0034243","GO:0034243","regulation of transcription elongation by RNA polymerase II","32/2846","94/18860",0.340425531914894,2.25594712997712,5.1460771715797,3.76526731481457e-06,0.000343552117724445,0.000311370191823183,"BRD4/CCNK/CCNT2/CDC73/EAPP/ERCC6/GTF2F1/HNRNPU/INTS11/INTS2/INTS3/INTS7/LARP7/MED11/MED15/MED18/MED20/MED26/MED28/MED4/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/SUPT5H/VHL/WDR43",32
"GO:0010824","GO:0010824","regulation of centrosome duplication","21/2846","50/18860",0.42,2.78327477160928,5.3227459232591,4.14915411492051e-06,0.00037292844895599,0.00033799472248017,"CCNF/CEP120/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHORDC1/FBXW5/MDM1/NAT10/NPM1/NUBP1/NUP62/PDCD6IP/PLK4/POC1A/RBM14/SPICE1/TRIM37/VPS4B",21
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","33/2846","99/18860",0.333333333333333,2.20894823143593,5.08421814068438,4.50457498241683e-06,0.000393663265228341,0.0003567872240747,"ACTB/ANAPC11/ANAPC1/ANAPC2/ANAPC7/APC/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CHFR/DPF2/FBXO5/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",33
"GO:0006260","GO:0006260","DNA replication","73/2846","290/18860",0.251724137931034,1.66813676787748,4.8337622418331,4.51058872480165e-06,0.000393663265228341,0.0003567872240747,"ACTR8/ADRA2A/ASCC1/ATM/BOD1L1/CCNE2/CDC34/CDC45/CDC6/CDC7/CDK1/CDT1/CHRAC1/CHTF18/CHTF8/DDX11/DHX9/DNA2/DNAJA3/DTL/DYNLL1/EHMT2/ENDOG/ESCO1/FBXO5/FZR1/GMNN/ING5/INO80C/INO80E/KAT7/KCTD13/KIN/LIG3/LRWD1/MCM2/MCM6/MEAF6/MMS22L/NFIB/NFIX/ORC6/PARP1/PCNA/POLA1/POLA2/POLE/POLG2/POLN/PRIM1/RBBP7/RBBP8/RECQL4/RECQL5/REV1/REV3L/RFC3/RMI1/RTEL1/SAMHD1/SENP2/SET/SETMAR/SMARCA5/TOP1/TOP1MT/TWNK/UPF1/USP37/WAPL/WDHD1/WDR18/WRNIP1",73
"GO:0032785","GO:0032785","negative regulation of DNA-templated transcription, elongation","14/2846","26/18860",0.538461538461538,3.56830098924266,5.52443891747635,4.90460793682174e-06,0.000420063887381968,0.000380714792440962,"EAPP/HNRNPU/LARP7/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/SUPT5H/VHL",14
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","25/2846","66/18860",0.378787878787879,2.51016844481356,5.18101218798415,4.952596480259e-06,0.000420063887381968,0.000380714792440962,"ANKRD31/ATM/BAG6/CCNE2/EHMT2/HORMAD1/KASH5/MAEL/MAJIN/MCMDC2/MLH1/MLH3/MSH4/NCAPD3/NCAPH/PRDM9/RNF212/SIRT7/SMC4/SPATA22/SPO11/STAG3/SYCE1/TEX15/ZCWPW1",25
"GO:0031507","GO:0031507","heterochromatin formation","47/2846","163/18860",0.288343558282209,1.91080797934029,4.92335929750323,5.11119707158483e-06,0.000427494843959498,0.000387449661055078,"BEND3/CBX1/CBX5/CDKN2B-AS1/DNMT1/DYRK1A/EED/EHMT1/EHMT2/EZH1/H1-2/H2AC11/H2AC12/H2AC13/H2AC15/H2AC17/H2AC18/H2AC19/H2AC20/H2AC25/H2AC6/H2AC8/H2AX/HMGA2/HNRNPK/HNRNPU/JARID2/L3MBTL1/MAEL/MBD1/MBD3/MECP2/MIS18A/PCGF3/PPM1D/SIRT6/SMARCA4/SMARCA5/SMCHD1/SPEN/SPIN1/SPTY2D1/SUV39H1/TDRD5/TEX15/TRIM28/UHRF1",47
"GO:0034244","GO:0034244","negative regulation of transcription elongation by RNA polymerase II","13/2846","23/18860",0.565217391304348,3.74560787069571,5.55422445510975,5.26100207238414e-06,0.000433996636710922,0.000393342404402477,"EAPP/HNRNPU/LARP7/NELFA/NELFB/NELFCD/NELFE/PARP1/PPP1R10/RECQL5/SIRT6/SUPT4H1/VHL",13
"GO:0006282","GO:0006282","regulation of DNA repair","62/2846","236/18860",0.26271186440678,1.74095072477578,4.82876103051068,5.40992399654843e-06,0.00043714551157893,0.000396196311338557,"ABRAXAS1/ACTB/ACTR8/ATM/ATXN7L3/BABAM2/BCL7A/BCL7B/C1QBP/DDX11/DHX9/DPF2/EPC1/EPC2/ERCC6/FIGNL1/FUS/H2AX/HMGA2/HSF1/INO80C/INO80E/KAT7/MBTD1/MEAF6/MRNIP/OGG1/PARP1/PARP3/PCNA/PIAS4/PML/PPP4R2/RAD51AP1/RECQL5/RTEL1/SENP3/SETMAR/SIRT6/SIRT7/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/SUPT3H/SUV39H1/TADA2B/TAF12/TAF4/TAF6/TAF7/TEX15/TIGAR/TRIM28/TWIST1/UBE2V1/UIMC1/USP1/XRCC1/ZCWPW1",62
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","64/2846","246/18860",0.260162601626016,1.72405715624268,4.81889446300326,5.44435625513446e-06,0.00043714551157893,0.000396196311338557,"ACTB/ACVR1B/AKT1/APC/APPL2/BCL7A/BCL7B/BID/CACNB4/CACUL1/CCNB1/CCND3/CCNE2/CCNF/CCNH/CCNI/CCNP/CDC34/CDC6/CDC73/CDC7/CDK10/CDK1/CDK2AP2/CDKN2A/CPSF3/CUL2/DACT1/DDX3X/DPF2/EIF4EBP1/FBXO31/FBXO7/GSPT1/ID2/INHBA/KANK2/KHDRBS1/MEPCE/MYB/PIAS1/PKD1/PKD2/PLK3/PLRG1/POLE/PPP2CA/PPP6C/PRMT2/RBBP8/RBX1/RCC1/SENP2/SMARCA4/SMARCB1/SMARCC1/SMARCD3/TFDP1/TMEM14B/TRIAP1/UBE2E2/USP37/USP38/WAC",64
"GO:0051304","GO:0051304","chromosome separation","29/2846","83/18860",0.349397590361446,2.31540356789068,5.06304543384511,5.90502223837532e-06,0.000467895314730213,0.000424065655207425,"ANAPC11/ANAPC7/APC/ATM/BUB3/CCNB1/CENPF/CHFR/CSNK2A2/FBXO5/HASPIN/KLHL22/KNL1/M1AP/MAD1L1/MAD2L1/NCAPD3/NCAPH/NSMCE2/NUMA1/PLSCR1/RAD21/RECQL5/SKA1/SKA3/SMC4/SPC24/SPDL1/ZWINT",29
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","32/2846","96/18860",0.333333333333333,2.20894823143593,5.00619168669241,6.24896070902542e-06,0.000488717420646118,0.000442937269669129,"ACTB/ANAPC11/ANAPC1/ANAPC2/ANAPC7/APC/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/DPF2/FBXO5/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",32
"GO:0006403","GO:0006403","RNA localization","56/2846","208/18860",0.269230769230769,1.78415049462133,4.79396932574245,6.87779489919176e-06,0.000531001036960677,0.000481260007453566,"ALKBH5/ALYREF/ATM/ATXN2/CCT3/CCT5/DDX25/DDX39A/DDX39B/DHX9/DKC1/FBL/FMR1/FXR2/FYTTD1/G3BP2/GLE1/HNRNPA1/HNRNPAB/HNRNPU/HSF1/IWS1/KHDRBS1/MEX3D/NSUN2/NUP107/NUP155/NUP210/NUP214/NUP50/NUP62/NXF1/PARN/PCID2/PRPF6/PUM2/QKI/RAE1/RANBP2/RAN/RBFOX1/RBM33/SEH1L/SENP2/SLBP/SMG6/SMG7/SRSF1/THOC3/THOC6/TOMM20/UPF1/UPF2/YBX1/ZC3H3/ZFP36L1",56
"GO:0072594","GO:0072594","establishment of protein localization to organelle","108/2846","478/18860",0.225941422594142,1.49727871754235,4.64241869250447,7.0017685014824e-06,0.000533729745771228,0.000483733106997818,"ACD/ADAR/AKIRIN2/AKT1/AP3B1/APPL2/BAG4/BAG6/BID/CALM3/CDK1/CDKN2A/CFL1/CHCHD4/COX18/CSNK2A2/CTCFL/DDIT3/EDEM1/EIF4ENIF1/FAM53C/FBXO7/GDAP1/GET1/GNPTAB/GNPTG/GRPEL1/GRPEL2/HACL1/HEATR3/HGS/HSP90AA1/HSPD1/IFT122/ING1/IPO11/IPO9/JAK2/LRWD1/LYPLA1/LYSET/MAPT/MOAP1/MTERF4/MTX2/NABP2/NAGPA/NCOA4/NF1/NPEPPS/NPM1/NUP107/NUP155/NUP214/NUP50/NUP62/OXA1L/PAM16/PEX16/PEX5L/PINK1/PML/POLA2/PPP1R10/PRKN/PTPN23/PTTG1IP/RAB10/RAB3GAP2/RANBP2/RAN/ROMO1/SAE1/SEC61B/SEC61G/SGTA/SIRT6/SNAP25-AS1/SPCS3/SREBF1/SREBF2/SRP14/SRP54/SRP68/SRPRB/SUFU/TBK1/TIMM13/TIMM29/TIMM8B/TOMM20/TOMM34/TOMM40/TOMM7/TRAM2/TRIM28/TRIM37/TTC9-DT/UBE2D3/UBL5/USP36/VPS13C/VPS28/VPS37C/ZDHHC12/ZFAND2A/ZFAND6/ZFYVE16",108
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","19/2846","44/18860",0.431818181818182,2.86159202708746,5.2116358439285,7.26405984515663e-06,0.000546802104844166,0.000495580924962331,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/DCTN1/DYNC1H1/FSD1/GNAI1/GPSM2/HNRNPU/NUMA1/NUP62/PARP3/PKD1/RAE1/RCC1/VPS4B",19
"GO:2001251","GO:2001251","negative regulation of chromosome organization","32/2846","97/18860",0.329896907216495,2.18617556925618,4.93753933944608,7.98845941104299e-06,0.000593907439176555,0.000538273710802572,"ACD/APC/ATM/BUB3/CCNB1/CENPF/ERCC4/FBXO5/HASPIN/HNRNPA1/HNRNPU/KLHL22/KNL1/MAD1L1/MAD2L1/NAT10/PARP1/PARP3/PML/RAD21/RTEL1/SETMAR/SKA1/SKA3/SMARCA5/SMG6/SPC24/SPDL1/TNKS2/WAPL/XRCC1/ZWINT",32
"GO:0090224","GO:0090224","regulation of spindle organization","20/2846","48/18860",0.416666666666667,2.76118528929492,5.15032990779889,8.10420493658256e-06,0.000595164904001222,0.000539413383776387,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP7/DCTN1/DYNC1H1/FSD1/GNAI1/GPSM2/HNRNPU/NUMA1/NUP62/PARP3/PKD1/RAE1/RCC1/RNF4/VPS4B",20
"GO:1905818","GO:1905818","regulation of chromosome separation","27/2846","76/18860",0.355263157894737,2.35427377297777,4.98707719078637,8.59522980546804e-06,0.000623620167331669,0.000565203126713402,"ANAPC11/ANAPC7/APC/ATM/BUB3/CCNB1/CENPF/CHFR/CSNK2A2/FBXO5/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NCAPD3/NCAPH/NSMCE2/NUMA1/PLSCR1/RAD21/SKA1/SKA3/SMC4/SPC24/SPDL1/ZWINT",27
"GO:0033119","GO:0033119","negative regulation of RNA splicing","14/2846","27/18860",0.518518518518518,3.43614169334479,5.34012643267827,8.77077925400812e-06,0.000628781341281391,0.000569880832481605,"C1QBP/DYRK1A/HNRNPK/NPM1/PTBP1/PTBP3/RBM42/RNPS1/SAP18/SRSF10/SRSF6/SRSF9/TMBIM6/U2AF2",14
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","39/2846","129/18860",0.302325581395349,2.00346467502329,4.82106878525724,9.37534787516904e-06,0.000664215822403152,0.000601996021458223,"AKT1/AP3B1/BAG4/BID/CALM3/CDKN2A/CHCHD4/COX18/CSNK2A2/DDIT3/FBXO7/GDAP1/GRPEL1/GRPEL2/HSP90AA1/HSPD1/MAPT/MOAP1/MTERF4/MTX2/NPEPPS/OXA1L/PAM16/PINK1/PRKN/ROMO1/SAE1/SREBF1/SREBF2/TIMM13/TIMM29/TIMM8B/TOMM20/TOMM34/TOMM40/TOMM7/UBE2D3/UBL5/USP36",39
"GO:0000725","GO:0000725","recombinational repair","54/2846","201/18860",0.26865671641791,1.78034633578419,4.6888690914092,1.06367137213762e-05,0.000744817325931712,0.000675047253920874,"ACTB/ATM/C1QBP/CDC45/CDC7/CHD4/CTBP1-DT/DYRK1A/EPC1/EPC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/H2AX/HTATSF1/INTS3/KASH5/LIG3/MBTD1/MCM2/MCM6/MCMDC2/MEAF6/MMS22L/MRNIP/NABP2/NSMCE2/NSMCE3/PALB2/PARP1/PIAS1/PIAS4/POLN/PPP4R2/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RTEL1/SAMHD1/SENP3/SFR1/SIRT6/SMCHD1/TEX15/UHRF1/XRCC2/ZGRF1",54
"GO:0001701","GO:0001701","in utero embryonic development","98/2846","429/18860",0.228438228438228,1.51382466210295,4.53832933033875,1.1395393643283e-05,0.000788770810572992,0.000714883436665728,"ACVR1B/ADAM10/ADCY9/AKAP3/AKT1/APBA1/ARMC5/B9D1/BMP2/BMP7/BMPR1A/BNIP2/BRK1/BTF3/BYSL/C2CD3/CCN1/CCNB1/CHD7/CITED1/CMIP/CNOT1/CTR9/DAD1/DNAJB6/EIF2S2/ENDOG/ERCC2/FKRP/FOXC1/FUT8/GATA2/GPI/GRB2/GSE1/HCFC1/HEY2/HM13/HORMAD1/HSF1/INPP5K/IWS1/JAG2/KDM4C/KDM8/LEF1/LIG4/MAFG/MBD3/MDFI/MGAT1/MIB1/MYB/NCKAP1/NDEL1/NPAT/NR2F2/NSUN2/PALB2/PKD1/PKD2/PLK4/PLOD3/POLG2/PPP4R4/PRICKLE2/PTPN18/RBBP8/RIC8A/RRP7A/RSPO3/RTCB/SCO2/SEC24C/SEC24D/SENP2/SMAD2/SMAD4/SMARCB1/SMG9/SP3/SPINT2/SRSF1/SUV39H1/TAB1/TAF8/TBX3/TEAD4/TENT5C/TRIM28/TTLL4/TWIST1/UNK/VASH1/XRCC2/YBX1/ZFP14/ZFP36L1",98
"GO:0034063","GO:0034063","stress granule assembly","17/2846","38/18860",0.447368421052632,2.96464104745349,5.11056590652885,1.23721034411221e-05,0.000846645533209514,0.000767336798351891,"ATXN2/ATXN2L/DAZAP2/DDX3X/DYNC1H1/EIF2S1/FMR1/G3BP2/HSF1/MAPT/PUM2/QKI/RPS23/TIA1/USP10/YTHDF1/YTHDF2",17
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","23/2846","61/18860",0.377049180327869,2.49864636014884,4.94223705828702,1.28185752674298e-05,0.000867342250117554,0.000786094769504713,"CNOT1/CNOT4/CNOT6L/CNOT8/CNOT9/DCPS/DHX9/EIF4ENIF1/FMR1/HNRNPU/LSM1/MLH1/PABPC1/PAN2/PAN3/PARN/PATL1/POLR2G/TENT4A/TNRC6B/TNRC6C/YBX1/ZFP36L1",23
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","31/2846","95/18860",0.326315789473684,2.16244405814255,4.78835616325568,1.40997488488372e-05,0.000943429861863308,0.000855054944809602,"ACTB/ANAPC11/ANAPC7/APC/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CHFR/DPF2/FBXO5/HASPIN/KLHL22/KNL1/MAD1L1/MAD2L1/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",31
"GO:0007129","GO:0007129","homologous chromosome pairing at meiosis","21/2846","54/18860",0.388888888888889,2.57710627000859,4.89256369587582,1.74196210117473e-05,0.00113237509971284,0.00102630091279537,"ANKRD31/BAG6/CCNE2/EHMT2/HORMAD1/KASH5/MAEL/MAJIN/MCMDC2/MLH1/MLH3/MSH4/PRDM9/RNF212/SIRT7/SPATA22/SPO11/STAG3/SYCE1/TEX15/ZCWPW1",21
"GO:0044818","GO:0044818","mitotic G2/M transition checkpoint","21/2846","54/18860",0.388888888888889,2.57710627000859,4.89256369587582,1.74196210117473e-05,0.00113237509971284,0.00102630091279537,"ABRAXAS1/ATM/BABAM2/BRSK1/CDC14B/CDC6/CDK1/CHFR/DTL/FOXO4/FZR1/INTS3/MRNIP/NABP2/NAE1/PABIR1/RBBP8/TAOK1/TAOK2/TRIM39/UIMC1",21
"GO:0071168","GO:0071168","protein localization to chromatin","23/2846","62/18860",0.370967741935484,2.45834561240451,4.8487227014481,1.7487692506359e-05,0.00113237509971284,0.00102630091279537,"APLF/BRD2/BRD3/CENPA/CHMP7/ERCC6/H2AC8/H2BC11/H4C14/H4C15/JARID2/LEF1/MMS22L/MRNIP/PARP1/PARP2/PIAS4/RAD21/RNF4/SIRT6/SPIN1/VCPIP1/WAPL",23
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","68/2846","275/18860",0.247272727272727,1.63863796077429,4.49745327195851,1.76968699012796e-05,0.0011337292611224,0.0010275282243912,"ACTB/ACVR1B/AKT1/APC/APPL2/BCL7A/BCL7B/BID/CACNB4/CACUL1/CCNB1/CCND3/CCNE2/CCNF/CCNH/CCNI/CCNP/CDC34/CDC6/CDC73/CDC7/CDK10/CDK1/CDK2AP2/CDKN2A/CPSF3/CUL2/DACT1/DDX3X/DPF2/EIF4EBP1/FBXO31/FBXO7/GSPT1/ID2/INHBA/KANK2/KHDRBS1/MAP3K11/MEPCE/MYB/NPAT/PIAS1/PKD1/PKD2/PLK3/PLRG1/POLE/PPP2CA/PPP6C/PRMT2/RASSF1/RBBP8/RBX1/RCC1/SENP2/SMARCA4/SMARCB1/SMARCC1/SMARCD3/TFDP1/TMEM14B/TRIAP1/TRIM39/UBE2E2/USP37/USP38/WAC",68
"GO:0051258","GO:0051258","protein polymerization","71/2846","291/18860",0.243986254295533,1.61685901476238,4.47059181148678,1.89050056991713e-05,0.00119837836126747,0.00108612138005765,"ABITRAM/ARPC2/ARPC5/BAG4/BLOC1S2/CAPG/CAPZA1/CAPZA2/CARMIL2/CDC42EP3/CDC42EP4/CDK1/CDK5R1/CEP192/CFL1/CHMP2A/CHMP3/CLASP1/CLIP3/CORO7/CYRIB/DCTN1/DNM2/DYRK1A/EML2/FBXO5/GBA2/GPX4/GRB2/HAUS3/HAUS6/HDGFL3/HSP90AA1/JAK2/KANK1/KANK2/KANK3/MAPRE3/MAPT/MECP2/MLST8/MTPN/NCKAP1/NDEL1/NUMA1/PCNT/PINK1/PPP2CA/PRKCE/PRKN/PYCARD/RASA1/SKA1/SPTAN1/SPTBN1/SPTBN4/SSH1/SSH2/SSNA1/SVIL/TMOD3/TPGS2/TPPP/TRIM32/TUBG1/TUBG2/TUBGCP3/TUBGCP4/TWF2/UBE2K/UBE2S",71
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","52/2846","195/18860",0.266666666666667,1.76715858514875,4.5395763430206,1.91877783483552e-05,0.00120363334597703,0.0010908841089498,"ACTB/ATM/C1QBP/CDC45/CDC7/CHD4/DYRK1A/EPC1/EPC2/ERCC4/ERCC6/FAN1/FIGNL1/FUS/H2AX/HTATSF1/INTS3/KASH5/LIG3/MBTD1/MCM2/MCM6/MCMDC2/MEAF6/MMS22L/MRNIP/NABP2/NSMCE2/NSMCE3/PALB2/PARP1/PIAS1/PIAS4/POLN/PPP4R2/RAD21/RAD51AP1/RAD54B/RBBP8/RECQL4/RECQL5/REV3L/RMI1/RTEL1/SAMHD1/SENP3/SFR1/SIRT6/SMCHD1/TEX15/UHRF1/XRCC2",52
